#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A18754
#Date Time: 2019-04-23 16:56:17.970
#Sample rate: 7.69231e+06Hz
#Samples: 8192
#Trigger: Source: Wavegen 1 Condition: Rising
#Channel 1: Range: 100 mV/div Offset: -3 V
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Square
#Frequency: 5 kHz
#Amplitude: 50 mV
#Offset: 3 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: OFF
#Voltage: -1 V

Time (s),Channel 1 (V)
-0.00039767,2.91649
-0.00039754,2.91682
-0.00039741,2.91716
-0.00039728,2.91649
-0.00039715,2.91716
-0.00039702,2.91783
-0.00039689,2.91783
-0.00039676,2.91783
-0.00039663,2.91749
-0.0003965,2.9185
-0.00039637,2.9185
-0.00039624,2.91817
-0.00039611,2.9185
-0.00039598,2.91918
-0.00039585,2.91918
-0.00039572,2.91918
-0.00039559,2.91985
-0.00039546,2.91985
-0.00039533,2.91985
-0.0003952,2.91985
-0.00039507,2.92018
-0.00039494,2.92086
-0.00039481,2.92119
-0.00039468,2.92119
-0.00039455,2.92187
-0.00039442,2.9222
-0.00039429,2.9222
-0.00039416,2.92355
-0.00039403,2.92321
-0.0003939,2.92388
-0.00039377,2.92388
-0.00039364,2.92422
-0.00039351,2.92422
-0.00039338,2.92489
-0.00039325,2.92556
-0.00039312,2.9259
-0.00039299,2.9259
-0.00039286,2.92691
-0.00039273,2.92691
-0.0003926,2.92691
-0.00039247,2.92758
-0.00039234,2.92792
-0.00039221,2.92825
-0.00039208,2.92825
-0.00039195,2.92825
-0.00039182,2.92893
-0.00039169,2.92825
-0.00039156,2.92926
-0.00039143,2.92994
-0.0003913,2.9296
-0.00039117,2.92994
-0.00039104,2.93027
-0.00039091,2.93061
-0.00039078,2.93162
-0.00039065,2.93162
-0.00039052,2.93229
-0.00039039,2.93262
-0.00039026,2.93296
-0.00039013,2.93363
-0.00039,2.93431
-0.00038987,2.93464
-0.00038974,2.93599
-0.00038961,2.93565
-0.00038948,2.93632
-0.00038935,2.93599
-0.00038922,2.93666
-0.00038909,2.93666
-0.00038896,2.93733
-0.00038883,2.93733
-0.0003887,2.937
-0.00038857,2.93767
-0.00038844,2.938
-0.00038831,2.93834
-0.00038818,2.93935
-0.00038805,2.93969
-0.00038792,2.94002
-0.00038779,2.94036
-0.00038766,2.94036
-0.00038753,2.94069
-0.0003874,2.94103
-0.00038727,2.9417
-0.00038714,2.94204
-0.00038701,2.94271
-0.00038688,2.94305
-0.00038675,2.94372
-0.00038662,2.94406
-0.00038649,2.94473
-0.00038636,2.94507
-0.00038623,2.9454
-0.0003861,2.94574
-0.00038597,2.94574
-0.00038584,2.94641
-0.00038571,2.94675
-0.00038558,2.94708
-0.00038545,2.94809
-0.00038532,2.94876
-0.00038519,2.94876
-0.00038506,2.94944
-0.00038493,2.94977
-0.0003848,2.95011
-0.00038467,2.95145
-0.00038454,2.95112
-0.00038441,2.95078
-0.00038428,2.95213
-0.00038415,2.95213
-0.00038402,2.95213
-0.00038389,2.9528
-0.00038376,2.95314
-0.00038363,2.95381
-0.0003835,2.95414
-0.00038337,2.95482
-0.00038324,2.95482
-0.00038311,2.95549
-0.00038298,2.95616
-0.00038285,2.95616
-0.00038272,2.95616
-0.00038259,2.95717
-0.00038246,2.95717
-0.00038233,2.95784
-0.0003822,2.95852
-0.00038207,2.95852
-0.00038194,2.95952
-0.00038181,2.95986
-0.00038168,2.9602
-0.00038155,2.96087
-0.00038142,2.96154
-0.00038129,2.96188
-0.00038116,2.96221
-0.00038103,2.96289
-0.0003809,2.96289
-0.00038077,2.9639
-0.00038064,2.96457
-0.00038051,2.96457
-0.00038038,2.96558
-0.00038025,2.96591
-0.00038012,2.96591
-0.00037999,2.96692
-0.00037986,2.96759
-0.00037973,2.96759
-0.0003796,2.96827
-0.00037947,2.9686
-0.00037934,2.96928
-0.00037921,2.96894
-0.00037908,2.96995
-0.00037895,2.96995
-0.00037882,2.97062
-0.00037869,2.97129
-0.00037856,2.97163
-0.00037843,2.97264
-0.0003783,2.97297
-0.00037817,2.97331
-0.00037804,2.97365
-0.00037791,2.97365
-0.00037778,2.97398
-0.00037765,2.97466
-0.00037752,2.97466
-0.00037739,2.97533
-0.00037726,2.97566
-0.00037713,2.976
-0.000377,2.97667
-0.00037687,2.97667
-0.00037674,2.97735
-0.00037661,2.97802
-0.00037648,2.97869
-0.00037635,2.97903
-0.00037622,2.98004
-0.00037609,2.97936
-0.00037596,2.98071
-0.00037583,2.98104
-0.0003757,2.98138
-0.00037557,2.98239
-0.00037544,2.98273
-0.00037531,2.98306
-0.00037518,2.98306
-0.00037505,2.98373
-0.00037492,2.98441
-0.00037479,2.98474
-0.00037466,2.98542
-0.00037453,2.98575
-0.0003744,2.98575
-0.00037427,2.98676
-0.00037414,2.98642
-0.00037401,2.98777
-0.00037388,2.98777
-0.00037375,2.98844
-0.00037362,2.98844
-0.00037349,2.98878
-0.00037336,2.98911
-0.00037323,2.98979
-0.0003731,2.9908
-0.00037297,2.9908
-0.00037284,2.99113
-0.00037271,2.99113
-0.00037258,2.99113
-0.00037245,2.9918
-0.00037232,2.99214
-0.00037219,2.99248
-0.00037206,2.99315
-0.00037193,2.99349
-0.0003718,2.99382
-0.00037167,2.99416
-0.00037154,2.99483
-0.00037141,2.99584
-0.00037128,2.99618
-0.00037115,2.99651
-0.00037102,2.99651
-0.00037089,2.99718
-0.00037076,2.99685
-0.00037063,2.99786
-0.0003705,2.99786
-0.00037037,2.99786
-0.00037024,2.99819
-0.00037011,2.9992
-0.00036998,2.9992
-0.00036985,2.99954
-0.00036972,2.99987
-0.00036959,3.00055
-0.00036946,3.00088
-0.00036933,3.00088
-0.0003692,3.00122
-0.00036907,3.00223
-0.00036894,3.00189
-0.00036881,3.00324
-0.00036868,3.00357
-0.00036855,3.00425
-0.00036842,3.00425
-0.00036829,3.00458
-0.00036816,3.00525
-0.00036803,3.00559
-0.0003679,3.00593
-0.00036777,3.0066
-0.00036764,3.00694
-0.00036751,3.00727
-0.00036738,3.00761
-0.00036725,3.00794
-0.00036712,3.00727
-0.00036699,3.00828
-0.00036686,3.00794
-0.00036673,3.00828
-0.0003666,3.00929
-0.00036647,3.00929
-0.00036634,3.00996
-0.00036621,3.0103
-0.00036608,3.00996
-0.00036595,3.01097
-0.00036582,3.01097
-0.00036569,3.01198
-0.00036556,3.01198
-0.00036543,3.01198
-0.0003653,3.01198
-0.00036517,3.01265
-0.00036504,3.01232
-0.00036491,3.01265
-0.00036478,3.01265
-0.00036465,3.01366
-0.00036452,3.01366
-0.00036439,3.01366
-0.00036426,3.01433
-0.00036413,3.01433
-0.000364,3.01534
-0.00036387,3.01433
-0.00036374,3.01501
-0.00036361,3.01467
-0.00036348,3.01534
-0.00036335,3.01568
-0.00036322,3.01601
-0.00036309,3.01635
-0.00036296,3.01635
-0.00036283,3.01669
-0.0003627,3.01635
-0.00036257,3.01669
-0.00036244,3.01702
-0.00036231,3.01669
-0.00036218,3.0177
-0.00036205,3.01736
-0.00036192,3.01702
-0.00036179,3.0177
-0.00036166,3.01837
-0.00036153,3.01803
-0.0003614,3.01837
-0.00036127,3.0187
-0.00036114,3.01803
-0.00036101,3.01837
-0.00036088,3.01837
-0.00036075,3.0187
-0.00036062,3.01837
-0.00036049,3.01837
-0.00036036,3.0187
-0.00036023,3.01904
-0.0003601,3.01938
-0.00035997,3.01971
-0.00035984,3.02005
-0.00035971,3.01938
-0.00035958,3.01971
-0.00035945,3.02039
-0.00035932,3.02005
-0.00035919,3.02005
-0.00035906,3.02005
-0.00035893,3.01971
-0.0003588,3.02039
-0.00035867,3.02072
-0.00035854,3.02039
-0.00035841,3.02039
-0.00035828,3.02072
-0.00035815,3.02005
-0.00035802,3.02072
-0.00035789,3.02072
-0.00035776,3.02039
-0.00035763,3.02039
-0.0003575,3.02039
-0.00035737,3.02039
-0.00035724,3.02039
-0.00035711,3.02106
-0.00035698,3.02072
-0.00035685,3.02106
-0.00035672,3.02106
-0.00035659,3.02039
-0.00035646,3.02072
-0.00035633,3.02106
-0.0003562,3.02039
-0.00035607,3.02039
-0.00035594,3.02005
-0.00035581,3.02039
-0.00035568,3.02005
-0.00035555,3.02039
-0.00035542,3.02106
-0.00035529,3.02039
-0.00035516,3.02039
-0.00035503,3.02005
-0.0003549,3.02072
-0.00035477,3.02072
-0.00035464,3.02106
-0.00035451,3.02106
-0.00035438,3.02106
-0.00035425,3.02072
-0.00035412,3.02039
-0.00035399,3.02106
-0.00035386,3.02039
-0.00035373,3.02039
-0.0003536,3.02072
-0.00035347,3.02072
-0.00035334,3.02005
-0.00035321,3.02039
-0.00035308,3.02039
-0.00035295,3.02005
-0.00035282,3.02039
-0.00035269,3.01971
-0.00035256,3.02005
-0.00035243,3.01971
-0.0003523,3.02005
-0.00035217,3.01904
-0.00035204,3.01938
-0.00035191,3.01971
-0.00035178,3.01971
-0.00035165,3.01938
-0.00035152,3.01904
-0.00035139,3.01904
-0.00035126,3.01904
-0.00035113,3.01971
-0.000351,3.01971
-0.00035087,3.01971
-0.00035074,3.01938
-0.00035061,3.01971
-0.00035048,3.01904
-0.00035035,3.01904
-0.00035022,3.0187
-0.00035009,3.01904
-0.00034996,3.01904
-0.00034983,3.01904
-0.0003497,3.0187
-0.00034957,3.01837
-0.00034944,3.0177
-0.00034931,3.01803
-0.00034918,3.0177
-0.00034905,3.01803
-0.00034892,3.01803
-0.00034879,3.01736
-0.00034866,3.0177
-0.00034853,3.0177
-0.0003484,3.01803
-0.00034827,3.0177
-0.00034814,3.01736
-0.00034801,3.01702
-0.00034788,3.01669
-0.00034775,3.01702
-0.00034762,3.01702
-0.00034749,3.01669
-0.00034736,3.01635
-0.00034723,3.01669
-0.0003471,3.01635
-0.00034697,3.01635
-0.00034684,3.01635
-0.00034671,3.01669
-0.00034658,3.01601
-0.00034645,3.01601
-0.00034632,3.01635
-0.00034619,3.01601
-0.00034606,3.01601
-0.00034593,3.01568
-0.0003458,3.01601
-0.00034567,3.01635
-0.00034554,3.01635
-0.00034541,3.01601
-0.00034528,3.01635
-0.00034515,3.01601
-0.00034502,3.01635
-0.00034489,3.01669
-0.00034476,3.01601
-0.00034463,3.01568
-0.0003445,3.01568
-0.00034437,3.01501
-0.00034424,3.01534
-0.00034411,3.01534
-0.00034398,3.01501
-0.00034385,3.01534
-0.00034372,3.01534
-0.00034359,3.01501
-0.00034346,3.01534
-0.00034333,3.01501
-0.0003432,3.01501
-0.00034307,3.01534
-0.00034294,3.01467
-0.00034281,3.01467
-0.00034268,3.01467
-0.00034255,3.01467
-0.00034242,3.01467
-0.00034229,3.01467
-0.00034216,3.014
-0.00034203,3.01433
-0.0003419,3.014
-0.00034177,3.01366
-0.00034164,3.01366
-0.00034151,3.01433
-0.00034138,3.014
-0.00034125,3.014
-0.00034112,3.01433
-0.00034099,3.01366
-0.00034086,3.014
-0.00034073,3.01433
-0.0003406,3.01366
-0.00034047,3.01366
-0.00034034,3.01366
-0.00034021,3.014
-0.00034008,3.01366
-0.00033995,3.01332
-0.00033982,3.01332
-0.00033969,3.01299
-0.00033956,3.01299
-0.00033943,3.01299
-0.0003393,3.01332
-0.00033917,3.01265
-0.00033904,3.01232
-0.00033891,3.01299
-0.00033878,3.01232
-0.00033865,3.01198
-0.00033852,3.01232
-0.00033839,3.01265
-0.00033826,3.01232
-0.00033813,3.01265
-0.000338,3.01265
-0.00033787,3.01265
-0.00033774,3.01232
-0.00033761,3.01265
-0.00033748,3.01299
-0.00033735,3.01265
-0.00033722,3.01265
-0.00033709,3.01299
-0.00033696,3.01265
-0.00033683,3.01265
-0.0003367,3.01299
-0.00033657,3.01265
-0.00033644,3.01232
-0.00033631,3.01232
-0.00033618,3.01232
-0.00033605,3.01265
-0.00033592,3.01232
-0.00033579,3.01198
-0.00033566,3.01198
-0.00033553,3.01265
-0.0003354,3.01198
-0.00033527,3.01265
-0.00033514,3.01198
-0.00033501,3.01232
-0.00033488,3.01265
-0.00033475,3.01198
-0.00033462,3.01232
-0.00033449,3.01232
-0.00033436,3.01232
-0.00033423,3.01232
-0.0003341,3.01232
-0.00033397,3.01198
-0.00033384,3.01198
-0.00033371,3.01198
-0.00033358,3.01232
-0.00033345,3.01232
-0.00033332,3.01164
-0.00033319,3.01198
-0.00033306,3.01164
-0.00033293,3.01131
-0.0003328,3.01198
-0.00033267,3.01164
-0.00033254,3.01198
-0.00033241,3.01164
-0.00033228,3.01097
-0.00033215,3.01164
-0.00033202,3.01164
-0.00033189,3.01164
-0.00033176,3.01198
-0.00033163,3.01164
-0.0003315,3.01198
-0.00033137,3.01164
-0.00033124,3.01131
-0.00033111,3.01097
-0.00033098,3.01164
-0.00033085,3.01164
-0.00033072,3.01131
-0.00033059,3.01131
-0.00033046,3.01097
-0.00033033,3.01131
-0.0003302,3.01097
-0.00033007,3.01131
-0.00032994,3.01097
-0.00032981,3.01097
-0.00032968,3.01097
-0.00032955,3.01131
-0.00032942,3.01097
-0.00032929,3.01164
-0.00032916,3.01164
-0.00032903,3.01164
-0.0003289,3.01198
-0.00032877,3.01164
-0.00032864,3.01097
-0.00032851,3.01063
-0.00032838,3.01164
-0.00032825,3.01097
-0.00032812,3.01131
-0.00032799,3.01097
-0.00032786,3.01097
-0.00032773,3.01097
-0.0003276,3.01097
-0.00032747,3.01131
-0.00032734,3.01164
-0.00032721,3.01131
-0.00032708,3.01164
-0.00032695,3.01131
-0.00032682,3.01131
-0.00032669,3.01131
-0.00032656,3.01131
-0.00032643,3.01131
-0.0003263,3.01164
-0.00032617,3.01097
-0.00032604,3.01097
-0.00032591,3.01131
-0.00032578,3.01131
-0.00032565,3.01164
-0.00032552,3.01131
-0.00032539,3.01097
-0.00032526,3.01164
-0.00032513,3.01097
-0.000325,3.01097
-0.00032487,3.01063
-0.00032474,3.01131
-0.00032461,3.01164
-0.00032448,3.01131
-0.00032435,3.01164
-0.00032422,3.01097
-0.00032409,3.01097
-0.00032396,3.01097
-0.00032383,3.01164
-0.0003237,3.01097
-0.00032357,3.01164
-0.00032344,3.01198
-0.00032331,3.01164
-0.00032318,3.01164
-0.00032305,3.01198
-0.00032292,3.01097
-0.00032279,3.01097
-0.00032266,3.01164
-0.00032253,3.01198
-0.0003224,3.01097
-0.00032227,3.01097
-0.00032214,3.01097
-0.00032201,3.01164
-0.00032188,3.01097
-0.00032175,3.01164
-0.00032162,3.01131
-0.00032149,3.01131
-0.00032136,3.01097
-0.00032123,3.01131
-0.0003211,3.01131
-0.00032097,3.01164
-0.00032084,3.01164
-0.00032071,3.01131
-0.00032058,3.01164
-0.00032045,3.01164
-0.00032032,3.01164
-0.00032019,3.01131
-0.00032006,3.01131
-0.00031993,3.01164
-0.0003198,3.01131
-0.00031967,3.01164
-0.00031954,3.01131
-0.00031941,3.01164
-0.00031928,3.01164
-0.00031915,3.01131
-0.00031902,3.01097
-0.00031889,3.01131
-0.00031876,3.01063
-0.00031863,3.01097
-0.0003185,3.01097
-0.00031837,3.01063
-0.00031824,3.01063
-0.00031811,3.0103
-0.00031798,3.01097
-0.00031785,3.01097
-0.00031772,3.01063
-0.00031759,3.01063
-0.00031746,3.01063
-0.00031733,3.01097
-0.0003172,3.01097
-0.00031707,3.01063
-0.00031694,3.01063
-0.00031681,3.01097
-0.00031668,3.01131
-0.00031655,3.01131
-0.00031642,3.01097
-0.00031629,3.01097
-0.00031616,3.01131
-0.00031603,3.01164
-0.0003159,3.01097
-0.00031577,3.01131
-0.00031564,3.01164
-0.00031551,3.01131
-0.00031538,3.01164
-0.00031525,3.01232
-0.00031512,3.01198
-0.00031499,3.01232
-0.00031486,3.01198
-0.00031473,3.01198
-0.0003146,3.01131
-0.00031447,3.01131
-0.00031434,3.01164
-0.00031421,3.01164
-0.00031408,3.01164
-0.00031395,3.01164
-0.00031382,3.01131
-0.00031369,3.01097
-0.00031356,3.01063
-0.00031343,3.01097
-0.0003133,3.01131
-0.00031317,3.01063
-0.00031304,3.01097
-0.00031291,3.01063
-0.00031278,3.01131
-0.00031265,3.01063
-0.00031252,3.01097
-0.00031239,3.01131
-0.00031226,3.01097
-0.00031213,3.01164
-0.000312,3.01198
-0.00031187,3.01198
-0.00031174,3.01164
-0.00031161,3.01131
-0.00031148,3.01164
-0.00031135,3.01164
-0.00031122,3.01131
-0.00031109,3.01164
-0.00031096,3.01131
-0.00031083,3.01164
-0.0003107,3.01097
-0.00031057,3.01265
-0.00031044,3.01164
-0.00031031,3.01131
-0.00031018,3.01097
-0.00031005,3.01131
-0.00030992,3.01164
-0.00030979,3.01198
-0.00030966,3.01097
-0.00030953,3.01131
-0.0003094,3.01198
-0.00030927,3.01131
-0.00030914,3.01164
-0.00030901,3.01198
-0.00030888,3.01198
-0.00030875,3.01131
-0.00030862,3.01198
-0.00030849,3.01164
-0.00030836,3.01232
-0.00030823,3.01198
-0.0003081,3.01232
-0.00030797,3.01198
-0.00030784,3.01164
-0.00030771,3.01198
-0.00030758,3.01198
-0.00030745,3.01198
-0.00030732,3.01164
-0.00030719,3.01198
-0.00030706,3.01198
-0.00030693,3.01198
-0.0003068,3.01131
-0.00030667,3.01131
-0.00030654,3.01198
-0.00030641,3.01198
-0.00030628,3.01164
-0.00030615,3.01164
-0.00030602,3.01198
-0.00030589,3.01164
-0.00030576,3.01131
-0.00030563,3.01131
-0.0003055,3.01164
-0.00030537,3.01164
-0.00030524,3.01232
-0.00030511,3.01164
-0.00030498,3.01131
-0.00030485,3.01131
-0.00030472,3.01164
-0.00030459,3.01164
-0.00030446,3.01198
-0.00030433,3.01232
-0.0003042,3.01232
-0.00030407,3.01198
-0.00030394,3.01198
-0.00030381,3.01232
-0.00030368,3.01265
-0.00030355,3.01232
-0.00030342,3.01265
-0.00030329,3.01232
-0.00030316,3.01232
-0.00030303,3.01265
-0.0003029,3.01232
-0.00030277,3.01232
-0.00030264,3.01198
-0.00030251,3.01232
-0.00030238,3.01198
-0.00030225,3.01198
-0.00030212,3.01232
-0.00030199,3.01164
-0.00030186,3.01198
-0.00030173,3.01198
-0.0003016,3.01198
-0.00030147,3.01198
-0.00030134,3.01164
-0.00030121,3.01232
-0.00030108,3.01198
-0.00030095,3.01198
-0.00030082,3.01164
-0.00030069,3.01131
-0.00030056,3.01164
-0.00030043,3.01131
-0.0003003,3.01131
-0.00030017,3.01232
-0.00030004,3.01164
-0.00029991,3.01164
-0.00029978,3.01131
-0.00029965,3.01164
-0.00029952,3.01131
-0.00029939,3.01063
-0.00029926,3.01063
-0.00029913,3.01063
-0.000299,3.00996
-0.00029887,3.00929
-0.00029874,3.00828
-0.00029861,3.00828
-0.00029848,3.00761
-0.00029835,3.0066
-0.00029822,3.00593
-0.00029809,3.00458
-0.00029796,3.00391
-0.00029783,3.00256
-0.0002977,3.00156
-0.00029757,3.00055
-0.00029744,2.99954
-0.00029731,2.99853
-0.00029718,2.99718
-0.00029705,2.99584
-0.00029692,2.99483
-0.00029679,2.99349
-0.00029666,2.99248
-0.00029653,2.99113
-0.0002964,2.99046
-0.00029627,2.98844
-0.00029614,2.98743
-0.00029601,2.98609
-0.00029588,2.98542
-0.00029575,2.98441
-0.00029562,2.98306
-0.00029549,2.98205
-0.00029536,2.98104
-0.00029523,2.98004
-0.0002951,2.97903
-0.00029497,2.97835
-0.00029484,2.97634
-0.00029471,2.976
-0.00029458,2.97432
-0.00029445,2.97365
-0.00029432,2.97297
-0.00029419,2.97163
-0.00029406,2.97028
-0.00029393,2.96961
-0.0002938,2.9686
-0.00029367,2.96726
-0.00029354,2.96625
-0.00029341,2.96591
-0.00029328,2.96524
-0.00029315,2.96457
-0.00029302,2.9639
-0.00029289,2.96289
-0.00029276,2.96188
-0.00029263,2.96121
-0.0002925,2.96053
-0.00029237,2.95952
-0.00029224,2.95885
-0.00029211,2.95818
-0.00029198,2.95717
-0.00029185,2.95616
-0.00029172,2.95549
-0.00029159,2.95448
-0.00029146,2.95381
-0.00029133,2.95347
-0.0002912,2.95314
-0.00029107,2.95145
-0.00029094,2.95145
-0.00029081,2.95078
-0.00029068,2.95011
-0.00029055,2.94977
-0.00029042,2.94944
-0.00029029,2.94776
-0.00029016,2.94776
-0.00029003,2.94675
-0.0002899,2.94675
-0.00028977,2.9454
-0.00028964,2.94507
-0.00028951,2.94507
-0.00028938,2.94406
-0.00028925,2.94338
-0.00028912,2.94305
-0.00028899,2.94238
-0.00028886,2.94204
-0.00028873,2.9417
-0.0002886,2.94137
-0.00028847,2.94069
-0.00028834,2.94036
-0.00028821,2.93935
-0.00028808,2.93901
-0.00028795,2.93868
-0.00028782,2.93767
-0.00028769,2.93767
-0.00028756,2.93666
-0.00028743,2.93666
-0.0002873,2.93599
-0.00028717,2.93599
-0.00028704,2.93565
-0.00028691,2.93498
-0.00028678,2.93431
-0.00028665,2.93397
-0.00028652,2.93296
-0.00028639,2.93262
-0.00028626,2.93195
-0.00028613,2.93229
-0.000286,2.93162
-0.00028587,2.93094
-0.00028574,2.93061
-0.00028561,2.93061
-0.00028548,2.93027
-0.00028535,2.92994
-0.00028522,2.9296
-0.00028509,2.92994
-0.00028496,2.92893
-0.00028483,2.92859
-0.0002847,2.92859
-0.00028457,2.92825
-0.00028444,2.92825
-0.00028431,2.92758
-0.00028418,2.92758
-0.00028405,2.92691
-0.00028392,2.92691
-0.00028379,2.92657
-0.00028366,2.92624
-0.00028353,2.92556
-0.0002834,2.92523
-0.00028327,2.92556
-0.00028314,2.92489
-0.00028301,2.92489
-0.00028288,2.92456
-0.00028275,2.92422
-0.00028262,2.92422
-0.00028249,2.92355
-0.00028236,2.92355
-0.00028223,2.92321
-0.0002821,2.92321
-0.00028197,2.92254
-0.00028184,2.92287
-0.00028171,2.9222
-0.00028158,2.9222
-0.00028145,2.92254
-0.00028132,2.9222
-0.00028119,2.9222
-0.00028106,2.92153
-0.00028093,2.9222
-0.0002808,2.92119
-0.00028067,2.92187
-0.00028054,2.92153
-0.00028041,2.92119
-0.00028028,2.92086
-0.00028015,2.91985
-0.00028002,2.92018
-0.00027989,2.92018
-0.00027976,2.91985
-0.00027963,2.91918
-0.0002795,2.91951
-0.00027937,2.91951
-0.00027924,2.91951
-0.00027911,2.91918
-0.00027898,2.91918
-0.00027885,2.91918
-0.00027872,2.91918
-0.00027859,2.91884
-0.00027846,2.91817
-0.00027833,2.9185
-0.0002782,2.91817
-0.00027807,2.91817
-0.00027794,2.91716
-0.00027781,2.91783
-0.00027768,2.91682
-0.00027755,2.91749
-0.00027742,2.91716
-0.00027729,2.91682
-0.00027716,2.91716
-0.00027703,2.91682
-0.0002769,2.91716
-0.00027677,2.91682
-0.00027664,2.91649
-0.00027651,2.91649
-0.00027638,2.91682
-0.00027625,2.91682
-0.00027612,2.91649
-0.00027599,2.91615
-0.00027586,2.91615
-0.00027573,2.91581
-0.0002756,2.91581
-0.00027547,2.91581
-0.00027534,2.91514
-0.00027521,2.91548
-0.00027508,2.91514
-0.00027495,2.91447
-0.00027482,2.91514
-0.00027469,2.9148
-0.00027456,2.9148
-0.00027443,2.91514
-0.0002743,2.91514
-0.00027417,2.9148
-0.00027404,2.9148
-0.00027391,2.9148
-0.00027378,2.91514
-0.00027365,2.91413
-0.00027352,2.9148
-0.00027339,2.91413
-0.00027326,2.91447
-0.00027313,2.91413
-0.000273,2.91413
-0.00027287,2.91413
-0.00027274,2.91413
-0.00027261,2.9138
-0.00027248,2.9138
-0.00027235,2.9138
-0.00027222,2.9138
-0.00027209,2.91413
-0.00027196,2.91346
-0.00027183,2.91346
-0.0002717,2.91346
-0.00027157,2.91312
-0.00027144,2.91312
-0.00027131,2.9138
-0.00027118,2.91346
-0.00027105,2.91346
-0.00027092,2.91447
-0.00027079,2.9138
-0.00027066,2.9138
-0.00027053,2.9138
-0.0002704,2.91346
-0.00027027,2.91346
-0.00027014,2.91346
-0.00027001,2.91312
-0.00026988,2.91346
-0.00026975,2.91312
-0.00026962,2.91413
-0.00026949,2.91312
-0.00026936,2.91346
-0.00026923,2.91279
-0.0002691,2.91245
-0.00026897,2.91312
-0.00026884,2.91279
-0.00026871,2.91279
-0.00026858,2.91312
-0.00026845,2.91245
-0.00026832,2.91312
-0.00026819,2.91279
-0.00026806,2.91245
-0.00026793,2.91279
-0.0002678,2.91279
-0.00026767,2.91279
-0.00026754,2.91312
-0.00026741,2.91312
-0.00026728,2.91312
-0.00026715,2.91245
-0.00026702,2.91279
-0.00026689,2.91279
-0.00026676,2.91245
-0.00026663,2.91245
-0.0002665,2.91245
-0.00026637,2.91245
-0.00026624,2.91211
-0.00026611,2.91245
-0.00026598,2.91211
-0.00026585,2.91279
-0.00026572,2.91245
-0.00026559,2.91312
-0.00026546,2.91279
-0.00026533,2.91245
-0.0002652,2.91211
-0.00026507,2.91211
-0.00026494,2.91211
-0.00026481,2.91279
-0.00026468,2.91279
-0.00026455,2.91211
-0.00026442,2.91211
-0.00026429,2.91279
-0.00026416,2.91279
-0.00026403,2.91245
-0.0002639,2.91279
-0.00026377,2.91245
-0.00026364,2.91245
-0.00026351,2.91245
-0.00026338,2.91178
-0.00026325,2.91245
-0.00026312,2.91245
-0.00026299,2.91279
-0.00026286,2.91245
-0.00026273,2.91211
-0.0002626,2.91211
-0.00026247,2.91211
-0.00026234,2.91245
-0.00026221,2.91211
-0.00026208,2.91245
-0.00026195,2.91245
-0.00026182,2.91211
-0.00026169,2.91178
-0.00026156,2.91211
-0.00026143,2.91178
-0.0002613,2.91245
-0.00026117,2.91211
-0.00026104,2.91178
-0.00026091,2.91178
-0.00026078,2.91211
-0.00026065,2.91178
-0.00026052,2.91211
-0.00026039,2.91245
-0.00026026,2.91178
-0.00026013,2.91211
-0.00026,2.91211
-0.00025987,2.91245
-0.00025974,2.91279
-0.00025961,2.91245
-0.00025948,2.91245
-0.00025935,2.91245
-0.00025922,2.91211
-0.00025909,2.91279
-0.00025896,2.91245
-0.00025883,2.91279
-0.0002587,2.91245
-0.00025857,2.91279
-0.00025844,2.91211
-0.00025831,2.91211
-0.00025818,2.91279
-0.00025805,2.91279
-0.00025792,2.91279
-0.00025779,2.91245
-0.00025766,2.91312
-0.00025753,2.91279
-0.0002574,2.91279
-0.00025727,2.91279
-0.00025714,2.91279
-0.00025701,2.91312
-0.00025688,2.91312
-0.00025675,2.91279
-0.00025662,2.91279
-0.00025649,2.91279
-0.00025636,2.91346
-0.00025623,2.91312
-0.0002561,2.91312
-0.00025597,2.91279
-0.00025584,2.91312
-0.00025571,2.91346
-0.00025558,2.91346
-0.00025545,2.91312
-0.00025532,2.91312
-0.00025519,2.91279
-0.00025506,2.91346
-0.00025493,2.91279
-0.0002548,2.91279
-0.00025467,2.91211
-0.00025454,2.91279
-0.00025441,2.91279
-0.00025428,2.91279
-0.00025415,2.91312
-0.00025402,2.91279
-0.00025389,2.91279
-0.00025376,2.91279
-0.00025363,2.91245
-0.0002535,2.91245
-0.00025337,2.91279
-0.00025324,2.91279
-0.00025311,2.91211
-0.00025298,2.91245
-0.00025285,2.91211
-0.00025272,2.91245
-0.00025259,2.91211
-0.00025246,2.91245
-0.00025233,2.91211
-0.0002522,2.91245
-0.00025207,2.91279
-0.00025194,2.91245
-0.00025181,2.91279
-0.00025168,2.91312
-0.00025155,2.91211
-0.00025142,2.91279
-0.00025129,2.91245
-0.00025116,2.91245
-0.00025103,2.91279
-0.0002509,2.91211
-0.00025077,2.91211
-0.00025064,2.91211
-0.00025051,2.91245
-0.00025038,2.91245
-0.00025025,2.91312
-0.00025012,2.91245
-0.00024999,2.91279
-0.00024986,2.91279
-0.00024973,2.91279
-0.0002496,2.91279
-0.00024947,2.91279
-0.00024934,2.91312
