V1, Iout
0.0,-9.18e-06
0.0100200400802,-7.93e-06
0.0200400801603,-6.86e-06
0.0300601202405,-5.93e-06
0.0400801603206,-5.11e-06
0.0501002004008,-4.39e-06
0.060120240481,-3.77e-06
0.0701402805611,-3.24e-06
0.0801603206413,-2.8e-06
0.0901803607214,-2.43e-06
0.100200400802,-2.11e-06
0.110220440882,-1.87e-06
0.120240480962,-1.68e-06
0.130260521042,-1.51e-06
0.140280561122,-1.38e-06
0.150300601202,-1.29e-06
0.160320641283,-1.217e-06
0.170340681363,-1.163e-06
0.180360721443,-1.118e-06
0.190380761523,-1.081e-06
0.200400801603,-1.05e-06
0.210420841683,-1.03e-06
0.220440881764,-1.004e-06
0.230460921844,-9.93e-07
0.240480961924,-9.81e-07
0.250501002004,-9.69e-07
0.260521042084,-9.54e-07
0.270541082164,-9.41e-07
0.280561122244,-9.43e-07
0.290581162325,-9.26e-07
0.300601202405,-9.2e-07
0.310621242485,-9.13e-07
0.320641282565,-9.03e-07
0.330661322645,-8.97e-07
0.340681362725,-8.84e-07
0.350701402806,-8.75e-07
0.360721442886,-8.71e-07
0.370741482966,-8.67e-07
0.380761523046,-8.59e-07
0.390781563126,-8.55e-07
0.400801603206,-8.43e-07
0.410821643287,-8.35e-07
0.420841683367,-8.35e-07
0.430861723447,-8.3e-07
0.440881763527,-8.23e-07
0.450901803607,-8.11e-07
0.460921843687,-7.99e-07
0.470941883768,-7.98e-07
0.480961923848,-7.96e-07
0.490981963928,-7.9e-07
0.501002004008,-7.87e-07
0.511022044088,-7.79e-07
0.521042084168,-7.62e-07
0.531062124248,-7.68e-07
0.541082164329,-7.56e-07
0.551102204409,-7.55e-07
0.561122244489,-7.43e-07
0.571142284569,-7.46e-07
0.581162324649,-7.4e-07
0.591182364729,-7.2e-07
0.60120240481,-7.22e-07
0.61122244489,-7.2e-07
0.62124248497,-7.16e-07
0.63126252505,-7.04e-07
0.64128256513,-6.88e-07
0.65130260521,-6.86e-07
0.661322645291,-6.89e-07
0.671342685371,-6.82e-07
0.681362725451,-6.78e-07
0.691382765531,-6.74e-07
0.701402805611,-6.68e-07
0.711422845691,-6.65e-07
0.721442885772,-6.62e-07
0.731462925852,-6.57e-07
0.741482965932,-6.48e-07
0.751503006012,-6.44e-07
0.761523046092,-6.44e-07
0.771543086172,-6.31e-07
0.781563126253,-6.27e-07
0.791583166333,-6.24e-07
0.801603206413,-6.17e-07
0.811623246493,-6.09e-07
0.821643286573,-6.07e-07
0.831663326653,-6.07e-07
0.841683366733,-5.91e-07
0.851703406814,-5.87e-07
0.861723446894,-5.83e-07
0.871743486974,-5.74e-07
0.881763527054,-5.75e-07
0.891783567134,-5.71e-07
0.901803607214,-5.62e-07
0.911823647295,-5.59e-07
0.921843687375,-5.58e-07
0.931863727455,-5.47e-07
0.941883767535,-5.43e-07
0.951903807615,-5.49e-07
0.961923847695,-5.29e-07
0.971943887776,-5.29e-07
0.981963927856,-5.24e-07
0.991983967936,-5.21e-07
1.00200400802,-5.13e-07
1.0120240481,-5.03e-07
1.02204408818,-5.11e-07
1.03206412826,-4.99e-07
1.04208416834,-4.96e-07
1.05210420842,-4.89e-07
1.0621242485,-4.8e-07
1.07214428858,-4.79e-07
1.08216432866,-4.81e-07
1.09218436874,-4.74e-07
1.10220440882,-4.66e-07
1.1122244489,-4.61e-07
1.12224448898,-4.59e-07
1.13226452906,-4.45e-07
1.14228456914,-4.44e-07
1.15230460922,-4.41e-07
1.1623246493,-4.36e-07
1.17234468938,-4.26e-07
1.18236472946,-4.17e-07
1.19238476954,-4.22e-07
1.20240480962,-4.15e-07
1.2124248497,-4.05e-07
1.22244488978,-4.03e-07
1.23246492986,-4e-07
1.24248496994,-3.88e-07
1.25250501002,-3.96e-07
1.2625250501,-3.81e-07
1.27254509018,-3.79e-07
1.28256513026,-3.76e-07
1.29258517034,-3.66e-07
1.30260521042,-3.68e-07
1.3126252505,-3.57e-07
1.32264529058,-3.54e-07
1.33266533066,-3.48e-07
1.34268537074,-3.46e-07
1.35270541082,-3.41e-07
1.3627254509,-3.35e-07
1.37274549098,-3.32e-07
1.38276553106,-3.24e-07
1.39278557114,-3.1e-07
1.40280561122,-3.22e-07
1.4128256513,-3.06e-07
1.42284569138,-3.03e-07
1.43286573146,-3.04e-07
1.44288577154,-2.94e-07
1.45290581162,-2.95e-07
1.4629258517,-2.81e-07
1.47294589178,-2.82e-07
1.48296593186,-2.79e-07
1.49298597194,-2.76e-07
1.50300601202,-2.72e-07
1.5130260521,-2.71e-07
1.52304609218,-2.62e-07
1.53306613226,-2.51e-07
1.54308617234,-2.041e-07
1.55310621242,-2.041e-07
1.56312625251,-2.041e-07
1.57314629259,-2.041e-07
1.58316633267,-2.041e-07
1.59318637275,-2.041e-07
1.60320641283,-2.041e-07
1.61322645291,-2.039e-07
1.62324649299,-2.032e-07
1.63326653307,-2.012e-07
1.64328657315,-2e-07
1.65330661323,-1.844e-07
1.66332665331,-1.846e-07
1.67334669339,-1.769e-07
1.68336673347,-1.757e-07
1.69338677355,-1.736e-07
1.70340681363,-1.576e-07
1.71342685371,-1.56e-07
1.72344689379,-1.506e-07
1.73346693387,-1.44e-07
1.74348697395,-1.504e-07
1.75350701403,-1.456e-07
1.76352705411,-1.37e-07
1.77354709419,-1.318e-07
1.78356713427,-1.252e-07
1.79358717435,-1.208e-07
1.80360721443,-1.157e-07
1.81362725451,-1.155e-07
1.82364729459,-1.092e-07
1.83366733467,-1.063e-07
1.84368737475,-1.055e-07
1.85370741483,-9.24e-08
1.86372745491,-8.66e-08
1.87374749499,-8.89e-08
1.88376753507,-8.36e-08
1.89378757515,-7.9e-08
1.90380761523,-7.09e-08
1.91382765531,-7.05e-08
1.92384769539,-6.52e-08
1.93386773547,-5.24e-08
1.94388777555,-5.34e-08
1.95390781563,-5.3e-08
1.96392785571,-4.65e-08
1.97394789579,-3.8e-08
1.98396793587,-2.96e-08
1.99398797595,-2.91e-08
2.00400801603,-1.64e-08
2.01402805611,-6.7e-09
2.02404809619,3.8e-09
2.03406813627,-1.8e-09
2.04408817635,1.12e-08
2.05410821643,1.18e-08
2.06412825651,1.77e-08
2.07414829659,2.51e-08
2.08416833667,2.59e-08
2.09418837675,2.93e-08
2.10420841683,3.1e-08
2.11422845691,4.93e-08
2.12424849699,4.97e-08
2.13426853707,5.26e-08
2.14428857715,5.92e-08
2.15430861723,6.24e-08
2.16432865731,6.94e-08
2.17434869739,7.06e-08
2.18436873747,7.82e-08
2.19438877756,8.04e-08
2.20440881764,8.52e-08
2.21442885772,9.9e-08
2.2244488978,9.7e-08
2.23446893788,1.03e-07
2.24448897796,1.074e-07
2.25450901804,1.22e-07
2.26452905812,1.01e-07
2.2745490982,1.01e-07
2.28456913828,1.05e-07
2.29458917836,1.13e-07
2.30460921844,1.16e-07
2.31462925852,1.2e-07
2.3246492986,1.28e-07
2.33466933868,1.42e-07
2.34468937876,1.39e-07
2.35470941884,1.37e-07
2.36472945892,1.53e-07
2.374749499,1.45e-07
2.38476953908,1.57e-07
2.39478957916,1.67e-07
2.40480961924,1.69e-07
2.41482965932,1.7e-07
2.4248496994,1.76e-07
2.43486973948,1.77e-07
2.44488977956,1.85e-07
2.45490981964,1.91e-07
2.46492985972,1.96e-07
2.4749498998,2.08e-07
2.48496993988,2.08e-07
2.49498997996,2.15e-07
2.50501002004,2.11e-07
2.51503006012,2.22e-07
2.5250501002,2.29e-07
2.53507014028,2.31e-07
2.54509018036,2.4e-07
2.55511022044,2.45e-07
2.56513026052,2.49e-07
2.5751503006,2.49e-07
2.58517034068,2.59e-07
2.59519038076,2.61e-07
2.60521042084,2.75e-07
2.61523046092,2.71e-07
2.625250501,2.76e-07
2.63527054108,2.77e-07
2.64529058116,2.91e-07
2.65531062124,3e-07
2.66533066132,3.08e-07
2.6753507014,3.1e-07
2.68537074148,3.16e-07
2.69539078156,3.2e-07
2.70541082164,3.26e-07
2.71543086172,3.31e-07
2.7254509018,3.38e-07
2.73547094188,3.38e-07
2.74549098196,3.43e-07
2.75551102204,3.44e-07
2.76553106212,3.55e-07
2.7755511022,3.63e-07
2.78557114228,3.64e-07
2.79559118236,3.73e-07
2.80561122244,3.75e-07
2.81563126253,3.76e-07
2.82565130261,3.88e-07
2.83567134269,3.98e-07
2.84569138277,4.03e-07
2.85571142285,4.03e-07
2.86573146293,4.13e-07
2.87575150301,4.09e-07
2.88577154309,4.18e-07
2.89579158317,4.19e-07
2.90581162325,4.28e-07
2.91583166333,4.35e-07
2.92585170341,4.32e-07
2.93587174349,4.42e-07
2.94589178357,4.5e-07
2.95591182365,4.47e-07
2.96593186373,4.55e-07
2.97595190381,4.54e-07
2.98597194389,4.65e-07
2.99599198397,4.73e-07
3.00601202405,4.72e-07
3.01603206413,4.91e-07
3.02605210421,4.91e-07
3.03607214429,5.04e-07
3.04609218437,5.02e-07
3.05611222445,5.05e-07
3.06613226453,5.13e-07
3.07615230461,5.18e-07
3.08617234469,5.18e-07
3.09619238477,5.3e-07
3.10621242485,5.35e-07
3.11623246493,5.36e-07
3.12625250501,5.46e-07
3.13627254509,5.54e-07
3.14629258517,5.58e-07
3.15631262525,5.68e-07
3.16633266533,5.64e-07
3.17635270541,5.75e-07
3.18637274549,5.8e-07
3.19639278557,5.86e-07
3.20641282565,5.9e-07
3.21643286573,6.01e-07
3.22645290581,5.94e-07
3.23647294589,6.01e-07
3.24649298597,6.03e-07
3.25651302605,6.1e-07
3.26653306613,6.17e-07
3.27655310621,6.21e-07
3.28657314629,6.32e-07
3.29659318637,6.34e-07
3.30661322645,6.45e-07
3.31663326653,6.48e-07
3.32665330661,6.5e-07
3.33667334669,6.63e-07
3.34669338677,6.62e-07
3.35671342685,6.73e-07
3.36673346693,6.73e-07
3.37675350701,6.82e-07
3.38677354709,6.78e-07
3.39679358717,6.97e-07
3.40681362725,7e-07
3.41683366733,7.14e-07
3.42685370741,7.22e-07
3.43687374749,7.19e-07
3.44689378758,7.27e-07
3.45691382766,7.29e-07
3.46693386774,7.38e-07
3.47695390782,7.43e-07
3.4869739479,7.5e-07
3.49699398798,7.51e-07
3.50701402806,7.53e-07
3.51703406814,7.54e-07
3.52705410822,7.65e-07
3.5370741483,7.79e-07
3.54709418838,7.81e-07
3.55711422846,7.87e-07
3.56713426854,7.97e-07
3.57715430862,7.96e-07
3.5871743487,8.03e-07
3.59719438878,8.08e-07
3.60721442886,8.02e-07
3.61723446894,8.17e-07
3.62725450902,8.39e-07
3.6372745491,8.4e-07
3.64729458918,8.38e-07
3.65731462926,8.6e-07
3.66733466934,8.57e-07
3.67735470942,8.63e-07
3.6873747495,8.64e-07
3.69739478958,8.71e-07
3.70741482966,8.85e-07
3.71743486974,8.89e-07
3.72745490982,8.9e-07
3.7374749499,9.05e-07
3.74749498998,9.06e-07
3.75751503006,9.09e-07
3.76753507014,9.21e-07
3.77755511022,9.22e-07
3.7875751503,9.37e-07
3.79759519038,9.39e-07
3.80761523046,9.39e-07
3.81763527054,9.46e-07
3.82765531062,9.6e-07
3.8376753507,9.64e-07
3.84769539078,9.79e-07
3.85771543086,9.8e-07
3.86773547094,9.9e-07
3.87775551102,9.87e-07
3.8877755511,9.99e-07
3.89779559118,1.002e-06
3.90781563126,1.01e-06
3.91783567134,1.016e-06
3.92785571142,1.025e-06
3.9378757515,1.037e-06
3.94789579158,1.041e-06
3.95791583166,1.053e-06
3.96793587174,1.051e-06
3.97795591182,1.052e-06
3.9879759519,1.066e-06
3.99799599198,1.07e-06
4.00801603206,1.09e-06
4.01803607214,1.101e-06
4.02805611222,1.104e-06
4.0380761523,1.116e-06
4.04809619238,1.112e-06
4.05811623246,1.123e-06
4.06813627255,1.133e-06
4.07815631263,1.145e-06
4.08817635271,1.149e-06
4.09819639279,1.156e-06
4.10821643287,1.164e-06
4.11823647295,1.185e-06
4.12825651303,1.176e-06
4.13827655311,1.193e-06
4.14829659319,1.2e-06
4.15831663327,1.202e-06
4.16833667335,1.212e-06
4.17835671343,1.224e-06
4.18837675351,1.223e-06
4.19839679359,1.23e-06
4.20841683367,1.24e-06
4.21843687375,1.248e-06
4.22845691383,1.264e-06
4.23847695391,1.278e-06
4.24849699399,1.275e-06
4.25851703407,1.288e-06
4.26853707415,1.298e-06
4.27855711423,1.316e-06
4.28857715431,1.308e-06
4.29859719439,1.317e-06
4.30861723447,1.328e-06
4.31863727455,1.347e-06
4.32865731463,1.35e-06
4.33867735471,1.359e-06
4.34869739479,1.366e-06
4.35871743487,1.375e-06
4.36873747495,1.381e-06
4.37875751503,1.4e-06
4.38877755511,1.407e-06
4.39879759519,1.416e-06
4.40881763527,1.424e-06
4.41883767535,1.441e-06
4.42885771543,1.448e-06
4.43887775551,1.459e-06
4.44889779559,1.468e-06
4.45891783567,1.48e-06
4.46893787575,1.497e-06
4.47895791583,1.507e-06
4.48897795591,1.507e-06
4.49899799599,1.522e-06
4.50901803607,1.538e-06
4.51903807615,1.543e-06
4.52905811623,1.557e-06
4.53907815631,1.568e-06
4.54909819639,1.579e-06
4.55911823647,1.59e-06
4.56913827655,1.605e-06
4.57915831663,1.617e-06
4.58917835671,1.638e-06
4.59919839679,1.644e-06
4.60921843687,1.664e-06
4.61923847695,1.672e-06
4.62925851703,1.693e-06
4.63927855711,1.699e-06
4.64929859719,1.719e-06
4.65931863727,1.726e-06
4.66933867735,1.746e-06
4.67935871743,1.759e-06
4.68937875752,1.775e-06
4.6993987976,1.804e-06
4.70941883768,1.817e-06
4.71943887776,1.849e-06
4.72945891784,1.868e-06
4.73947895792,1.903e-06
4.749498998,1.933e-06
4.75951903808,1.97e-06
4.76953907816,2e-06
4.77955911824,2.04e-06
4.78957915832,2.09e-06
4.7995991984,2.15e-06
4.80961923848,2.21e-06
4.81963927856,2.29e-06
4.82965931864,2.38e-06
4.83967935872,2.5e-06
4.8496993988,2.62e-06
4.85971943888,2.75e-06
4.86973947896,2.91e-06
4.87975951904,3.09e-06
4.88977955912,3.3e-06
4.8997995992,3.52e-06
4.90981963928,3.76e-06
4.91983967936,4.05e-06
4.92985971944,4.34e-06
4.93987975952,4.69e-06
4.9498997996,5.07e-06
4.95991983968,5.46e-06
4.96993987976,5.91e-06
4.97995991984,6.37e-06
4.98997995992,6.86e-06
5.0,7.4e-06
